交易年,路名,建物型態,移轉層次(區間),建物坪數(區間),交易時屋齡(區間),電梯,車位有無,建物坪數
2023,新生北路一段,華廈(10層含以下有電梯),中樓層,30 - 40,10 - 20,有,無,33
