鄉鎮市區,交易標的,土地移轉總面積平方公尺,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,主建物面積,附屬建物面積,陽台面積,電梯,縣市名稱,郵遞區號,交易年,交易月,交易日,建物坪數,單坪價格,建築完成年,建築完成月,建築完成日,交易時屋齡,車位有無,PK_key,latitude,longitude,郵遞區號6碼,土地位置建物門牌
中山區,房地(土地+建物),3.95,土地2建物1車位0,三層,十層,5,商業用,鋼筋混凝土造,40.83,1,1,1,有,無,8200000,,0.0,0,含增建或未登記建物。；,24.51,0.0,4.69,1,台北市,104,2019,5,2,12.351075,663909.8216147177,1994,8,11,25,0,RPQRMLNJOHOFFCA18CA,25.054298,121.540649,,臺北市中山區龍江路155巷1號3樓之1
中山區,房地(土地+建物),22.25,土地1建物1車位0,一層,四層,2,住家用,加強磚造,68.73,2,2,1,有,無,16180000,,0.0,0,含增建或未登記建物。；,68.73,0.0,0.0,0,台北市,104,2019,4,29,20.790825,778227.8961994052,1968,6,11,51,0,RPXQMLNJOHOFFCA78CA,25.054298,121.540649,,臺北市中山區南京東路一段13巷7弄2之7號
中山區,房地(土地+建物)+車位,5.64,土地1建物1車位1,四層,十三層,5,住家用,鋼筋混凝土造,63.620000000000005,1,1,1,有,有,11300000,塔式車位,0.0,0,含增建或未登記建物。；,26.63,0.65,3.24,1,台北市,104,2019,5,3,19.24505,587163.9720343673,2007,11,20,12,1,RPQNMLNJOHOFFCA77CA,25.049155,121.523886,,臺北市中山區長安東路一段20號4樓之6
中山區,房地(土地+建物),4.08,土地1建物1車位0,十層,十三層,5,住家用,鋼筋混凝土造,41.39,1,1,1,有,有,9800000,,0.0,0,含增建或未登記建物。；,28.18,0.71,0.0,1,台北市,104,2019,4,26,12.520475,782717.9080665869,2007,12,12,12,0,RPUPMLOJOHOFFCA48CA,25.064793,121.523608,,臺北市中山區農安街10之1號10樓之1
中山區,房地(土地+建物),4.87,土地1建物1車位0,四層,十一層,1,商業用,鋼筋混凝土造,42.14,1,1,1,有,有,7000000,,0.0,0,親友、員工或其他特殊關係間之交易。；,22.76,1.61,3.85,1,台北市,104,2019,4,10,12.74735,549133.7415227478,1996,11,29,23,0,RPWQMLQJOHOFFCA98CA,25.06361,121.520311,,臺北市中山區撫順街２５號四樓之５
中山區,房地(土地+建物),17.58,土地1建物1車位0,五層,十層,3,住家用,鋼筋混凝土造,88.49,0,0,0,無,有,24800000,,0.0,0,,49.65,6.37,3.78,1,台北市,104,2019,3,21,26.768225,926471.5908507196,2017,10,2,2,0,RPXOMLTKOHOFFCA66CA,25.0536525,121.5383,,臺北市中山區南京東路三段８９巷２７弄１６號五樓
中山區,房地(土地+建物),23.92,土地1建物1車位0,六層,八層,3,住家用,鋼筋混凝土造,145.69,2,2,2,有,無,22000000,,0.0,0,,103.9,0.0,23.67,1,台北市,104,2019,5,23,44.071225,499191.9330583618,1980,12,2,39,0,RPROMLQJOHOFFCA38DA,25.06213,121.535039,,臺北市中山區民權東路2段156號6樓
中山區,房地(土地+建物)+車位,29.96,土地3建物1車位1,七層,十三層,1,住家用,鋼筋混凝土造,233.5,2,1,1,有,有,45000000,坡道平面,0.0,0,,122.22,1.26,17.39,1,台北市,104,2019,4,26,70.63374999999999,637089.2101863486,1996,12,7,23,1,RPWOMLMKOHOFFCA48CA,25.049931,121.535608,,臺北市中山區建國北路一段９２巷６號７樓
中山區,房地(土地+建物),6.53,土地1建物1車位0,十一層,十七層,1,住家用,鋼筋混凝土造,66.85,2,1,1,有,有,15000000,,0.0,0,含增建或未登記建物。；,40.25,2.7,7.02,1,台北市,104,2019,5,13,20.222125,741761.8079207799,1996,7,18,23,0,RPQOMLQJOHOFFCA18CA,25.054491,121.527136,,臺北市中山區新生北路二段36號11樓之4
中山區,房地(土地+建物),24.75,土地1建物1車位0,一層,四層,2,住家用,鋼筋混凝土造,64.84,2,2,1,有,無,16000000,,0.0,0,廚房增建，後陽台外推,64.84,0.0,0.0,0,台北市,104,2019,4,24,19.6141,815739.6974625397,1972,8,20,47,0,RPUNMLPJOHOFFCA38CA,25.053683,121.53886,,臺北市中山區長春路２５８巷２２弄１號
中山區,房地(土地+建物),7.42,土地2建物1車位0,一層,十一層,5,商業用,鋼筋混凝土造,56.85,1,1,1,有,無,8800000,,0.0,0,含增建或未登記建物。依仲介公司提供之資料登錄,35.62,3.68,0.0,1,台北市,104,2019,5,16,17.197125,511713.4404733349,1978,3,1,41,0,RPPOMLNJOHOFFCA77CA,25.0654,121.528068,,臺北市中山區新生北路3段43之3號
中山區,房地(土地+建物),4.51,土地1建物1車位0,七層,十二層,5,住家用,鋼筋混凝土造,53.32,0,0,0,無,有,7300000,,0.0,0,,38.27,0.0,4.34,1,台北市,104,2019,4,15,16.1293,452592.48696471634,1980,8,15,39,0,RPQNMLOJOHOFFCA87CA,25.058196,121.524317,,臺北市中山區民生東路一段２５號七樓之２７
中山區,房地(土地+建物),47.09,土地1建物1車位0,六層,十二層,1,住家用,鋼筋混凝土造,155.45999999999998,3,2,2,有,有,24800000,,0.0,0,,77.62,0.0,8.1,1,台北市,104,2019,4,20,47.02664999999999,527360.5498159024,2000,6,28,19,0,RPVNMLOJOHOFFCA38CA,25.02154,121.554882,,臺北市中山區敬業三路１６２巷３５號六樓
中山區,房地(土地+建物),4.37,土地1建物1車位0,九層,十二層,5,住家用,鋼筋混凝土造,33.76,0,0,0,無,有,4540000,,0.0,0,,33.76,0.0,0.0,1,台北市,104,2019,5,6,10.2124,444557.5966472132,1972,4,2,47,0,RPSOMLOJOHOFFCA18CA,25.057135,121.527173,,臺北市中山區新生北路二段７４號九樓之４
中山區,房地(土地+建物)+車位,88.71,土地1建物1車位2,五層,十一層,1,住家用,鋼筋混凝土造,314.62,3,2,3,有,有,66800000,坡道平面,34.52,0,含增建或未登記建物。；,156.98,4.48,8.31,1,台北市,104,2018,3,11,95.17255,701883.0534644705,2003,9,29,15,1,RPTNMLPJOHOFFCA28CA,25.0793601,121.563324,,臺北市中山區堤頂大道二段350號5樓之1
中山區,房地(土地+建物)+車位,41.9,土地1建物1車位1,一層，電梯樓梯間,六層,3,住家用,鋼筋混凝土造,138.64,3,2,2,有,有,40000000,坡道平面,0.0,0,,96.68,6.37,5.77,1,台北市,104,2019,3,31,41.9386,953775.281006042,1996,2,1,23,1,RPOOMLPJOHOFFCA87CA,25.0528869,121.5303779,,臺北市中山區吉林路４７之３號
中山區,房地(土地+建物),3.96,土地2建物1車位0,六層,十二層,1,商業用,鋼筋混凝土造,47.96,1,1,1,有,有,7600000,,0.0,0,,38.15,0.0,0.0,1,台北市,104,2019,5,21,14.5079,523852.5217295405,1982,7,7,37,0,RPWOMLPJOHOFFCA68CA,25.0545986,121.5255575,,臺北市中山區林森北路263號6樓之22
中山區,房地(土地+建物)+車位,10.09,土地2建物1車位1,五層,七層,3,見其他登記事項,鋼筋混凝土造,59.120000000000005,0,0,0,無,有,14860000,塔式車位,10.85,0,,25.83,6.91,0.0,1,台北市,104,2019,5,18,17.8838,830919.6032163186,2018,9,25,1,1,RPXNMLTKOHOFFCA56CA,25.057649,121.528818,,臺北市中山區中原街４６號五樓
中山區,房地(土地+建物),4.62,土地1建物1車位0,十一層,十四層,1,住家用,鋼筋混凝土造,48.93,2,1,1,有,有,12500000,,0.0,0,含增建或未登記建物。,28.47,0.92,4.14,1,台北市,104,2019,5,5,14.801325,844518.9873203919,2004,12,3,15,0,RPOOMLSJOHOFFCA28DA,25.063966,121.520529,,臺北市中山區天祥路８０號１１樓之５
中山區,房地(土地+建物),13.2,土地1建物1車位0,六層,七層,3,住家用,鋼筋混凝土造,43.67,1,2,1,有,有,9950000,,0.0,0,含增建或未登記建物。,30.13,0.56,3.4,1,台北市,104,2019,5,2,13.210175,753207.2815083828,1992,6,18,27,0,RPXPMLLKOHOFFCA68DA,25.077951,121.550349,,臺北市中山區明水路３９７巷７弄４６號６樓之２
中山區,房地(土地+建物),17.32,土地1建物1車位0,二層,八層,5,商業用,鋼筋混凝土造,72.64,1,1,1,有,有,10200000,,0.0,0,含增建或未登記建物。,44.58,0.83,3.99,1,台北市,104,2019,4,25,21.9736,464193.3957112171,1994,12,1,25,0,RPVTMLKLOHOFFCA88DA,25.057065,121.52651,,臺北市中山區新生北路二段７２巷２３號２樓之５
中山區,房地(土地+建物),18.5,土地3建物1車位0,二層,七層,3,商業用,鋼筋混凝土造,101.36,3,2,2,有,無,15980000,,0.0,0,,74.89,0.0,12.7,1,台北市,104,2019,5,3,30.6614,521176.4629142831,1984,6,11,35,0,RPPNMLTLOHOFFCA48CA,25.06567,121.538503,,臺北市中山區龍江路342巷51號2樓
中山區,房地(土地+建物)+車位,7.56,土地1建物1車位1,六層,十五層,5,住家用,見其他登記事項,97.61,1,1,1,有,有,15430000,其他,0.0,0,,45.23,0.0,3.41,1,台北市,104,2019,5,3,29.527025,522572.1182543789,2010,4,9,9,1,RPQNMLQKOHOFFCA18CA,25.063966,121.520529,,臺北市中山區林森北路３０８號六樓之５
中山區,房地(土地+建物),28.0,土地1建物1車位0,二層,四層,2,住家用,加強磚造,95.83,2,2,2,有,無,17880000,,0.0,0,含增建或未登記建物。；,95.83,0.0,0.0,0,台北市,104,2019,4,18,28.988575,616794.7199888232,1969,3,10,50,0,RPVNMLSKOHOFFCA88CA,25.050667,121.543567,,臺北市中山區復興北路６８巷７號二樓
中山區,房地(土地+建物),28.0,土地1建物1車位0,四層,四層,2,住家用,鋼筋混凝土造,80.82,3,2,2,有,無,16720000,,0.0,0,,69.38,0.0,11.44,0,台北市,104,2019,5,18,24.44805,683899.1248790803,1976,10,14,43,0,RPOPMLPJOHOFFCA97CA,25.0825011,121.548187,,臺北市中山區北安路６２１巷６弄２２號四樓
中山區,房地(土地+建物),27.52,土地3建物1車位0,四層,五層,2,住家用,鋼筋混凝土造,116.04,3,2,2,有,有,17000000,,0.0,0,含增建或未登記建物。；,93.52,0.0,14.39,0,台北市,104,2019,3,31,35.1021,484301.5090265255,1986,11,20,33,0,RPVOMLQJOHOFFCA68CA,25.085895,121.553653,,臺北市中山區北安路767巷12號4樓
中山區,房地(土地+建物),21.81,土地1建物1車位0,二層,七層,3,住家用,鋼筋混凝土造,119.36,3,2,2,有,有,18800000,,0.0,0,,92.69,0.0,16.27,1,台北市,104,2019,5,10,36.1064,520683.3137615492,1981,2,2,38,0,RPTPMLQJOHOFFCA58CA,25.0455766,121.5340111,,臺北市中山區渭水路２４號二樓
中山區,房地(土地+建物),10.27,土地1建物1車位0,四層,十一層,1,商業用,鋼筋混凝土造,76.5,3,2,2,有,有,22200000,,0.0,0,含增建或未登記建物。；,48.5,0.0,0.0,1,台北市,104,2019,4,27,23.14125,959325.8791119754,2004,11,17,15,0,RPPNMLSJOHOFFCA18CA,25.064752,121.524934,,臺北市中山區農安街20號4樓之7
中山區,房地(土地+建物)+車位,23.81,土地2建物1車位1,二層,十七層,1,商業用,鋼筋混凝土造,250.45,4,2,2,有,有,38600000,坡道平面,0.0,0,含增建或未登記建物。；,168.22,1.22,18.67,1,台北市,104,2019,4,23,75.76112499999999,509496.1301063046,1990,10,19,29,1,RPQNMLSJOHOFFCA28CA,25.0455766,121.5340111,,臺北市中山區中山北路二段115巷26號2樓
中山區,房地(土地+建物)+車位,47.95,土地1建物1車位2,十五層,四十二層,1,住家用,見其他登記事項,433.91,3,2,4,有,有,169500000,坡道平面,75.8,0,含增建或未登記建物。；,221.8,2.04,26.39,1,台北市,104,2019,3,12,131.257775,1291352.0741914143,2014,12,29,5,1,RPXNMLPJOHOFFCA68CA,25.0814481,121.559629,,臺北市中山區植福路286巷30號15樓
中山區,房地(土地+建物),16.19,土地1建物1車位0,二層,十五層,1,見其他登記事項,鋼筋混凝土造,84.7,2,2,1,有,有,18000000,,0.0,0,含增建或未登記建物。；,65.97,0.0,5.58,1,台北市,104,2019,4,27,25.62175,702528.1255183584,1986,6,9,33,0,RPRNMLSJOHOFFCA38CA,25.0556202,121.5436589,,臺北市中山區復興北路192號2樓之1
中山區,房地(土地+建物),7.24,土地1建物1車位0,五層,六層,5,住家用,鋼筋混凝土造,21.97,0,1,1,有,有,6300000,,0.0,0,含增建或未登記建物。；,10.98,0.0,5.13,1,台北市,104,2019,5,4,6.645924999999999,947949.3072822822,2001,8,20,18,0,RPSNMLSJOHOFFCA48CA,25.050378,121.542319,,臺北市中山區遼寧街101巷1號5樓之1
中山區,房地(土地+建物),18.0,土地1建物1車位0,三層,五層,2,住家用,鋼筋混凝土造,75.38,3,1,1,有,無,11250000,,0.0,0,親友、員工或其他特殊關係間之交易。；,60.69,0.0,10.92,0,台北市,104,2019,5,8,22.80245,493368.0372065282,1980,7,3,39,0,RPQOMLMKOHOFFCA87CA,25.047979,121.534414,,臺北市中山區松江路４５巷４３號三樓
中山區,房地(土地+建物)+車位,19.28,土地1建物1車位1,三層,七層,3,住家用,鋼筋混凝土造,85.25,2,1,1,有,有,18500000,升降機械,12.08,0,,34.11,0.0,7.73,1,台北市,104,2019,5,12,25.788125,717384.4550544097,2005,8,2,14,1,RPOQMLKKOHOFFCA67CA,25.050858,121.543072,,臺北市中山區遼寧街１０１巷２５號3樓之3
中山區,房地(土地+建物),5.43,土地1建物1車位0,三層,十一層,5,商業用,鋼筋混凝土造,42.91,1,1,1,有,有,6000000,,0.0,0,,25.02,0.51,4.61,1,台北市,104,2019,5,9,12.980275,462239.8215754288,1997,2,4,22,0,RPRNMLSKOHOFFCA48CA,25.059539,121.524662,,臺北市中山區錦州街３０巷１２號三樓之４
中山區,房地(土地+建物),4.71,土地1建物1車位0,四層,十層,5,住家用,鋼筋混凝土造,37.8,1,1,1,有,有,6550000,,0.0,0,,31.5,0.0,0.0,1,台北市,104,2019,4,25,11.434499999999998,572827.8455551184,1977,6,6,42,0,RPTRMLOKOHOFFCA68CA,25.066582,121.526014,,臺北市中山區德惠街３２號四樓
中山區,房地(土地+建物)+車位,39.01,土地1建物1車位1,五層,十二層,1,住家用,鋼筋混凝土造,236.56,3,2,2,有,有,48000000,坡道平面,0.0,0,,188.27,0.59,15.52,1,台北市,104,2019,4,26,71.5594,670771.4150761466,1993,9,24,26,1,RPROMLLLOHOFFCA97CA,25.0782027,121.5503891,,臺北市中山區明水路３９７巷７弄４９號五樓
中山區,房地(土地+建物)+車位,8.78,土地2建物1車位1,七層，見其他登記事項,七層,3,見其他登記事項,鋼筋混凝土造,52.88,0,0,0,無,有,12500000,塔式車位,10.85,0,,21.96,1.29,5.3,1,台北市,104,2019,4,23,15.9962,781435.5909528513,2018,9,25,1,1,RPOOMLTKOHOFFCA38CA,25.057649,121.528818,,臺北市中山區中原街４６之３號七樓
中山區,房地(土地+建物)+車位,9.74,土地2建物1車位1,四層,七層,3,見其他登記事項,鋼筋混凝土造,57.52,0,0,0,無,有,14160000,塔式車位,10.85,0,,28.22,3.43,0.0,1,台北市,104,2019,5,11,17.3998,813802.4574995115,2018,9,25,1,1,RPPOMLTKOHOFFCA48CA,25.057649,121.528818,,臺北市中山區中原街４６之１號四樓
中山區,房地(土地+建物)+車位,7.08,土地2建物1車位1,五層,七層,3,見其他登記事項,鋼筋混凝土造,44.73,0,0,0,無,有,11460000,塔式車位,10.85,0,,16.46,1.29,5.3,1,台北市,104,2019,5,16,13.530824999999998,846955.0082866345,2018,9,25,1,1,RPQOMLTKOHOFFCA58CA,25.057649,121.528818,,臺北市中山區中原街４６之3號5樓
中山區,房地(土地+建物)+車位,21.63,土地4建物1車位2,二十二層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,290.48,3,2,2,有,無,73900000,坡道平面,64.08,5750000,土地及建物分次登記案件。前案土地登記收件字號：；,130.87,11.12,8.68,1,台北市,104,2019,5,23,87.8702,841013.2217748452,2018,12,13,1,1,RPPNMLLJPHOFFCA57CA,25.0464642,121.5370622,,臺北市中山區建國北路一段5號二十二樓
中山區,房地(土地+建物),6.28,土地1建物1車位0,八層,十二層,1,住家用,鋼筋混凝土造,65.50999999999999,2,1,1,有,有,10000000,,0.0,0,,48.74,0.0,3.31,1,台北市,104,2019,4,18,19.816775,504622.9772503346,1981,4,10,38,0,RPSQMLLJPHOFFCA18CA,25.065404,121.527262,,臺北市中山區新生北路三段56巷1號八樓之1
中山區,房地(土地+建物)+車位,22.54,土地4建物1車位1,二十二層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,279.9,3,2,2,有,無,74880000,坡道平面,32.04,3400000,土地及建物分次登記案件。前案土地登記收件字號：；,138.78,12.69,13.63,1,台北市,104,2019,5,23,84.66975,884377.2421673621,2018,12,13,1,1,RPOQMLPLOHOFFCA28CA,25.046333,121.537032,,臺北市中山區建國北路一段１號二十二樓
中山區,房地(土地+建物)+車位,20.72,土地4建物1車位1,十六層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,258.44,3,2,2,有,無,69380000,坡道平面,32.04,3500000,土地及建物分次登記案件。前案土地登記收件字號：；,130.87,11.12,8.68,1,台北市,104,2019,5,23,78.1781,887460.8106362268,2018,12,13,1,1,RPUTMLPLOHOFFCA56CA,25.0464642,121.5370622,,臺北市中山區建國北路一段５號十六樓
中山區,房地(土地+建物),6.38,土地1建物1車位0,六層,六層,5,住家用,鋼筋混凝土造,31.95,1,1,1,有,有,5680000,,0.0,0,含增建或未登記建物。；,20.29,0.0,3.48,1,台北市,104,2019,4,27,9.664875,587695.1331496786,1980,1,10,39,0,RPWTMLPLOHOFFCA76CA,25.060776,121.528261,,臺北市中山區新生北路二段１３３巷１２號六樓之２
中山區,房地(土地+建物)+車位,19.76,土地4建物1車位1,十八層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,249.3,3,2,2,有,無,57950000,坡道平面,32.04,2250000,土地及建物分次登記案件。前案土地登記收件字號：；,124.03,12.32,8.8,1,台北市,104,2019,5,23,75.41325,768432.6030240044,2018,12,13,1,1,RPUUMLPLOHOFFCA66CA,25.0464642,121.5370622,,臺北市中山區建國北路一段７號十八樓
中山區,房地(土地+建物)+車位,22.46,土地4建物1車位1,十七層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,277.34,3,2,2,有,無,73980000,坡道平面,29.48,2900000,土地及建物分次登記案件。前案土地登記收件字號：；,138.78,12.69,13.63,1,台北市,104,2019,5,23,83.89535,881812.8775909512,2018,12,13,1,1,RPQRMLPLOHOFFCA58CA,25.0517164,121.5371691,,臺北市中山區建國北路一段３號十七樓
中山區,房地(土地+建物)+車位,20.67,土地4建物1車位2,二十一層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,281.34000000000003,3,2,2,有,無,62680000,坡道平面,64.08,5300000,土地及建物分次登記案件。前案土地登記收件字號：；,124.03,12.32,8.8,1,台北市,104,2019,5,23,85.10535,736498.9392558752,2018,12,13,1,1,RPSRMLPLOHOFFCA78CA,25.0464642,121.5370622,,臺北市中山區建國北路一段７號二十一樓
中山區,房地(土地+建物)+車位,23.44,土地4建物1車位2,二十一層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,311.94,3,2,2,有,無,79970000,坡道平面,64.08,5950000,土地及建物分次登記案件。前案土地登記收件字號：；,138.78,12.69,13.63,1,台北市,104,2019,5,23,94.36185,847482.3246894799,2018,12,13,1,1,RPXSMLPLOHOFFCA76CA,25.046438,121.537244,,臺北市中山區建國北路一段３號二十一樓
中山區,房地(土地+建物)+車位,22.54,土地4建物1車位1,二十二層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,279.9,3,2,2,有,無,77570000,坡道平面,32.04,3500000,土地及建物分次登記案件。前案土地登記收件字號：；,138.78,12.69,13.63,1,台北市,104,2019,5,23,84.66975,916147.7387142398,2018,12,13,1,1,RPSQMLPLOHOFFCA68CA,25.046438,121.537244,,臺北市中山區建國北路一段３號二十二樓
中山區,房地(土地+建物)+車位,20.67,土地4建物1車位2,十九層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,281.34000000000003,3,2,2,有,無,62000000,坡道平面,64.08,5250000,土地及建物分次登記案件。前案土地登記收件字號：；,124.03,12.32,8.8,1,台北市,104,2019,5,23,85.10535,728508.8422760731,2018,12,13,1,1,RPTQMLPLOHOFFCA78CA,25.0464642,121.5370622,,臺北市中山區建國北路一段７號十九樓
中山區,房地(土地+建物)+車位,22.54,土地4建物1車位3,二十一層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,322.52,3,2,2,有,無,79400000,坡道平面,96.12,12000000,土地及建物分次登記案件。前案土地登記收件字號：；,130.87,11.12,8.68,1,台北市,104,2019,5,23,97.5623,813838.9521362248,2018,12,13,1,1,RPXQMLPLOHOFFCA56CA,25.0464642,121.5370622,,臺北市中山區建國北路一段５號二十一樓
中山區,房地(土地+建物)+車位,20.67,土地4建物1車位2,二十四層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,281.34000000000003,3,2,2,有,無,61500000,坡道平面,64.08,6000000,土地及建物分次登記案件。前案土地登記收件字號：；,124.03,12.32,8.8,1,台北市,104,2019,5,23,85.10535,722633.7709673952,2018,12,13,1,1,RPORMLPLOHOFFCA38CA,25.0464642,121.5370622,,臺北市中山區建國北路一段７號二十四樓
中山區,房地(土地+建物),4.06,土地1建物1車位0,九層,十二層,5,住家用,鋼筋混凝土造,32.58,0,0,0,無,有,5800000,,0.0,0,陽台外推,21.76,0.0,4.45,1,台北市,104,2019,5,9,9.85545,588506.8667590014,1981,12,22,38,0,RPRPMLOJPHOFFCA28CA,25.050386,121.527904,,臺北市中山區新生北路一段１１２號九樓之２
中山區,房地(土地+建物)+車位,20.62,土地1建物1車位1,三層,六層,3,住家用,鋼筋混凝土造,105.32,2,2,1,有,有,22250000,坡道平面,30.35,2500000,,86.85,0.0,4.62,1,台北市,104,2019,3,1,31.8593,698383.2036485422,1998,1,22,21,1,RPWSMLOKOHOFFCA56DA,25.078391,121.550989,,臺北市中山區明水路４７５巷１９號３樓之２
中山區,房地(土地+建物),8.32,土地1建物1車位0,九層,十四層,1,見其他登記事項,鋼筋混凝土造,85.97,2,1,2,有,有,16800000,,0.0,0,,45.85,5.5,5.57,1,台北市,104,2019,5,13,26.005925,646006.6311811635,2009,11,6,10,0,RPRPMLPLOHOFFCA58DA,25.0609,121.52551,,臺北市中山區林森北路458號9樓之2
中山區,房地(土地+建物),4.56,土地2建物1車位0,八層,十二層,5,商業用,鋼筋混凝土造,41.33,1,1,1,有,有,7200000,,0.0,0,含增建或未登記建物。,31.82,0.0,2.82,1,台北市,104,2019,4,17,12.502325,575892.8839235902,1978,7,5,41,0,RPSRMLOLOHOFFCA78DA,25.046955,121.540902,,臺北市中山區八德路二段２４５號８樓之２
中山區,房地(土地+建物)+車位,18.24,土地1建物1車位1,八層,二十四層,1,住家用,見其他登記事項,236.78,2,2,2,有,有,50000000,坡道平面,26.66,3000000,,120.33,10.16,13.13,1,台北市,104,2019,4,25,71.62595,698071.0203494683,2013,11,1,6,1,RPPSMLNKOHOFFCA38DA,25.056861,121.525666,,臺北市中山區林森北路３４９號８樓之１
中山區,房地(土地+建物)+車位,11.28,土地0建物1車位1,四層,十三層,1,見其他登記事項,鋼筋混凝土造,123.8,2,1,2,有,無,27500000,升降機械,0.0,1800000,,58.23,5.29,4.56,1,台北市,104,2019,5,23,37.4495,734322.220590395,2018,12,19,1,1,RPXNMLNJPHOFFCA58CA,25.0464642,121.5370622,,臺北市中山區長安東路二段１１８之２號四樓
中山區,房地(土地+建物),8.04,土地1建物1車位0,十一層,十二層,5,住家用,鋼筋混凝土造,53.89,1,1,1,有,有,12000000,,0.0,0,,27.55,7.93,0.0,1,台北市,104,2019,5,12,16.301725,736118.4169160011,2008,1,4,11,0,RPQRMLTJPHOFFCA88CA,25.049101,121.522127,,臺北市中山區中山北路一段５３巷８號十一樓
中山區,房地(土地+建物)+車位,20.67,土地4建物1車位2,十二層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,281.34000000000003,3,2,2,有,無,56880000,坡道平面,64.08,4520000,土地及建物分次登記案件。前案土地登記收件字號：；,124.03,12.32,8.8,1,台北市,104,2019,5,25,85.10535,668348.1120752103,2018,12,13,1,1,RPRNMLRLOHOFFCA48CA,25.0464642,121.5370622,,臺北市中山區建國北路一段７號十二樓
中山區,房地(土地+建物)+車位,23.44,土地4建物1車位2,四層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,311.94,3,2,2,有,無,62200000,坡道平面,64.08,4550000,土地及建物分次登記案件。前案土地登記收件字號：；,138.78,12.69,13.63,1,台北市,104,2019,5,25,94.36185,659164.694206398,2018,12,13,1,1,RPRNMLLLOHOFFCA87CA,25.046333,121.537032,,臺北市中山區建國北路一段１號四樓
中山區,房地(土地+建物)+車位,23.44,土地4建物1車位2,四層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,311.94,3,2,2,有,無,68000000,坡道平面,64.08,5650000,土地及建物分次登記案件。前案土地登記收件字號：；,138.78,12.69,13.63,1,台北市,104,2019,5,25,94.36185,720630.2123156763,2018,12,13,1,1,RPSNMLLLOHOFFCA97CA,25.046438,121.537244,,臺北市中山區建國北路一段３號四樓
中山區,房地(土地+建物),10.07,土地2建物1車位0,二層,七層,3,見其他登記事項,鋼筋混凝土造,48.27,0,0,0,無,有,12880000,,0.0,0,,25.58,6.91,0.0,1,台北市,104,2019,5,29,14.601675,882090.5820736319,2018,9,25,1,0,RPROMLTKOHOFFCA68CA,25.057649,121.528818,,臺北市中山區中原街４６號二樓
中山區,房地(土地+建物),43.25,土地1建物1車位0,四層,四層,2,住家用,鋼筋混凝土造,119.12,7,2,6,有,無,20500000,,0.0,0,,102.82,0.0,16.3,0,台北市,104,2019,5,6,36.0338,568910.3008841699,1974,1,28,45,0,RPQPMLTKOHOFFCA68CA,25.063656,121.529523,,臺北市中山區新生北路三段１１巷５１號四樓
中山區,房地(土地+建物)+車位,19.76,土地4建物1車位1,四層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,249.3,3,2,2,有,無,48150000,坡道平面,32.04,2950000,土地及建物分次登記案件。前案土地登記收件字號：；,124.03,12.32,8.8,1,台北市,104,2019,5,25,75.41325,638481.9643762866,2018,12,13,1,1,RPSQMLLLOHOFFCA28CA,25.046438,121.537244,,臺北市中山區建國北路一段７號四樓
中山區,房地(土地+建物)+車位,21.55,土地4建物1車位2,十四層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,287.92,3,2,2,有,無,70500000,坡道平面,61.52,7100000,土地及建物分次登記案件。前案土地登記收件字號：；,130.87,11.12,8.68,1,台北市,104,2019,5,25,87.0958,809453.4983317221,2018,12,13,1,1,RPTQMLLLOHOFFCA38CA,25.0464642,121.5370622,,臺北市中山區建國北路一段５號十四樓
中山區,房地(土地+建物)+車位,23.44,土地4建物1車位2,七層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,311.94,3,2,2,有,無,69600000,坡道平面,64.08,5350000,土地及建物分次登記案件。前案土地登記收件字號：；,138.78,12.69,13.63,1,台北市,104,2019,5,25,94.36185,737586.2173113392,2018,12,13,1,1,RPVQMLLLOHOFFCA58CA,25.046438,121.537244,,臺北市中山區建國北路一段３號七樓
中山區,房地(土地+建物)+車位,22.54,土地4建物1車位1,十六層,二十四層,1,見其他登記事項,鋼骨鋼筋混凝土造,279.9,3,3,3,有,無,68680000,坡道平面,32.04,2600000,土地及建物分次登記案件。前案土地登記收件字號：；,138.78,12.69,13.63,1,台北市,104,2019,5,25,84.66975,811151.5623938893,2018,12,13,1,1,RPPRMLLLOHOFFCA08CA,25.0464642,121.5370622,,臺北市中山區建國北路一段１號十六樓
